X,Y,OBJECTID,cdestacao,ano,sguf,entidade,corpodagua,ambiente,nuod,medod,minod,maxod,devod,latitude,longitude
-48.8052779999999,-16.2969439994911,863,GO8496I20,2020,GO,SEMARH,Informação não disponível,1,5,8.138,6.94,8.88,0.737543,-16.296944,-48.805278
-48.995556,-17.9874719994451,864,GO8496I21,2020,GO,SEMARH,Informação não disponível,1,5,8.412,7.68,9.56,0.779083,-17.987472,-48.995556
-48.588444,-17.2610829994646,865,GO8496I23,2020,GO,SEMARH,RIO DO PEIXE,1,2,7.96,7.38,8.54,0.820244,-17.261083,-48.588444
-48.537361,-16.591499999483,866,GO8496I25,2020,GO,SEMARH,Informação não disponível,1,2,6.91,6.85,6.97,0.084853,-16.5915,-48.537361
-47.9433999999999,-17.0391499994707,867,GO8496I26,2020,GO,SEMARH,CORUMBA,1,2,8,7.89,8.11,0.155563,-17.03915,-47.9434
-48.4983,-17.7141299994524,868,GO8496I3,2020,GO,SEMARH,CORUMBA,1,2,7.36,7.25,7.47,0.155563,-17.71413,-48.4983
-49.8048499999999,-16.2971399994911,869,GO8496I32,2020,GO,SEMARH,ANTAS,1,2,6.635,6.48,6.79,0.219203,-16.29714,-49.80485
-48.80547,-15.9406199995011,870,GO8496I33,2020,GO,SEMARH,CORUMBA,1,2,7.37,7.09,7.65,0.39598,-15.94062,-48.80547
-48.358194,-16.6450559994815,871,GO8496I4,2020,GO,SEMARH,RIO PIRACANJUBA,1,5,8.176,7.41,9,0.726313,-16.645056,-48.358194
-48.5113739999999,-17.0358339994708,872,GO8496I46,2020,GO,SEMAD-GO,RIO DO PEIXE,1,2,7.675,7.5,7.85,0.247487,-17.035834,-48.511374
-48.7655559999999,-18.2311109994386,873,GO8496I6,2020,GO,SEMARH,REPRESA ITUMBIARA,2,5,7.606,7.2,7.84,0.267357,-18.231111,-48.765556
-48.3790069999999,-17.507000999458,874,GO8496I7,2020,GO,SEMARH,RIO QUENTE,1,5,7.316,6.96,7.54,0.243372,-17.507001,-48.379007
-48.141924,-17.1216059994684,875,GO8496I8,2020,GO,SEMARH,Informação não disponível,1,5,6.314,6.13,6.47,0.142583,-17.121606,-48.141924
-49.329806,-16.5667499994837,876,GOMG8495IE19,2020,GO,SEMAD-GO,RIO MEIA PONTE,1,2,6.715,6.49,6.94,0.318198,-16.56675,-49.329806
-52.25675,-15.8950559995023,877,GOMT697IE2,2020,GO,SEMARH,RIO ARAGUAIA,1,2,7.53,7.36,7.7,0.240416,-15.895056,-52.25675
-44.2588,-2.49121999991788,878,MA715I42,2020,MA,SEMA,Informação não disponível,1,5,1.332,0.25,3.44,1.235909,-2.49122,-44.2588
-44.2103999999999,-2.47784999991832,879,MA715I44,2020,MA,SEMA,Informação não disponível,1,5,21.992,6.17,84.7,35.055267,-2.47785,-44.2104
-44.1161,-2.47136999991858,880,MA715I45,2020,MA,SEMA,Informação não disponível,1,5,4.544,2.52,6.25,1.508519,-2.47137,-44.1161
-45.0558,-3.40846999988782,881,MA7162I1,2020,MA,SEMA,Informação não disponível,1,3,5.956667,5.64,6.12,0.274287,-3.40847,-45.0558
-45.8989,-3.67807999987899,882,MA7162I22,2020,MA,SEMA,Informação não disponível,1,5,19.348,6.44,68,27.200785,-3.67808,-45.8989
-44.0737999999999,-2.51664999991708,883,MA7162I23,2020,MA,SEMA,Informação não disponível,1,5,5.078,3.73,5.78,0.825058,-2.51665,-44.0738
-45.5585,-3.7201899998776,884,MA7162I24,2020,MA,SEMA,Informação não disponível,1,3,6.463333,5.94,7.05,0.557704,-3.72019,-45.5585
-45.4949,-3.69368999987847,885,MA7162I25,2020,MA,SEMA,Informação não disponível,1,3,7.216667,6.47,7.96,0.745006,-3.69369,-45.4949
-44.2791,-2.5239799999168,886,MA7162I26,2020,MA,SEMA,Informação não disponível,1,5,6.174,5.15,9.65,1.94567,-2.52398,-44.2791
-44.8891,-3.29336999989155,887,MA7162I27,2020,MA,SEMA,Informação não disponível,1,3,6.193333,6.09,6.31,0.110604,-3.29337,-44.8891
-44.2846,-2.56693999991539,888,MA7162I28,2020,MA,SEMA,Informação não disponível,1,5,5.378,2.2,11.39,3.625861,-2.56694,-44.2846
-45.2954,-3.61171999988114,889,MA7162I29,2020,MA,SEMA,Informação não disponível,1,5,6.522,3.05,7.9,1.970069,-3.61172,-45.2954
-44.9874,-3.36299999988929,890,MA7162I3,2020,MA,SEMA,Informação não disponível,1,3,28.12,5.77,72.6,38.520967,-3.363,-44.9874
-44.2143999999999,-2.65083999991266,891,MA7162I30,2020,MA,SEMA,Informação não disponível,1,5,4.886,2.88,6.37,1.357969,-2.65084,-44.2144
-45.1496,-3.48921999988514,892,MA7162I31,2020,MA,SEMA,Informação não disponível,1,5,5.554,2.44,6.53,1.747049,-3.48922,-45.1496
-44.3197,-2.66723999991209,893,MA7162I34,2020,MA,SEMA,Informação não disponível,1,5,4.97,3.78,5.64,0.743909,-2.66724,-44.3197
-45.2243,-3.49838999988488,894,MA7162I36,2020,MA,SEMA,Informação não disponível,1,5,5.718,3.23,6.59,1.402594,-3.49839,-45.2243
-42.9467,-2.96860999990222,895,MA7162I37,2020,MA,SEMA,Informação não disponível,1,5,6.828,5.2,7.51,0.929392,-2.96861,-42.9467
-43.4437,-2.50622999991741,896,MA7162I39,2020,MA,SEMA,Informação não disponível,1,5,5.138,3.52,6.27,1.022605,-2.50623,-43.4437
-45.9265,-3.69594999987837,897,MA7162I4,2020,MA,SEMA,Informação não disponível,1,5,6.446,5.02,7.37,1.060957,-3.69595,-45.9265
-45.8416999999999,-3.6647199998794,898,MA7162I42,2020,MA,SEMA,Informação não disponível,1,5,5.548,0.85,7.61,2.748458,-3.66472,-45.8417
-45.3500999999999,-3.58068999988217,899,MA7162I9,2020,MA,SEMA,Informação não disponível,1,5,5.236,1.65,18.1,7.195181,-3.58069,-45.3501
-45.9936999999999,-3.69375999987845,900,MA7162R10,2020,MA,SEMA,Informação não disponível,1,5,6.98,5.28,7.71,0.972317,-3.69376,-45.9937
-45.4583,-3.66110999987954,901,MA7162R19,2020,MA,SEMA,Informação não disponível,1,3,7.236667,6.48,8.06,0.792107,-3.66111,-45.4583
-45.6222,-3.63546999988037,902,MA7162R32,2020,MA,SEMA,Informação não disponível,1,3,7.2,6.51,8.03,0.76961,-3.63547,-45.6222
-44.8726,-3.46773999988585,903,MA7163I1,2020,MA,SEMA,Informação não disponível,1,3,5,4.14,5.85,0.855044,-3.46774,-44.8726
-44.8151,-3.40185999988802,904,MA7163I2,2020,MA,SEMA,Informação não disponível,1,3,5.26,4.42,6.16,0.87155,-3.40186,-44.8151
-43.1228,-3.68390999987881,905,MA7164I1,2020,MA,SEMA,Informação não disponível,1,5,3.172,2.82,3.85,0.411364,-3.68391,-43.1228
-43.3169,-3.56777999988261,906,MA7164I11,2020,MA,SEMA,Informação não disponível,1,5,7.276,6.64,7.55,0.364047,-3.56778,-43.3169
-45.2178,-3.76971999987598,907,MA7164I22,2020,MA,SEMA,Informação não disponível,1,5,7.636,4.15,9.43,2.109426,-3.76972,-45.2178
-45.083,-3.71999999987763,908,MA7164I4,2020,MA,SEMA,Informação não disponível,1,3,7.41,6.92,7.77,0.439659,-3.72,-45.083
-43.8930999999999,-3.46459999988598,909,MA7192I1,2020,MA,SEMA,RIO IGUARÁ,1,5,6.942,5.6,7.44,0.756849,-3.4646,-43.8931
-43.4064,-3.20916999989436,910,MA7192I10,2020,MA,SEMA,RIO MOCAMBO,1,5,6.966,5.9,7.42,0.617236,-3.20917,-43.4064
-43.4234,-3.26937999989237,911,MA7192I11,2020,MA,SEMA,RIO MOCAMBO,1,5,6.974,5.4,7.44,0.883646,-3.26938,-43.4234
-43.8989,-3.45943999988616,912,MA7192I13,2020,MA,SEMA,RIO PRETO,1,5,6.844,5.35,7.4,0.84192,-3.45944,-43.8989
-43.8158,-3.46503999988593,913,MA7192I14,2020,MA,SEMA,Informação não disponível,1,5,6.918,5.43,7.42,0.835925,-3.46504,-43.8158
-43.3480999999999,-3.55987999988286,914,MA7192I15,2020,MA,SEMA,RIO PRETO,1,5,6.162,2.43,7.54,2.173032,-3.55988,-43.3481
-43.1011999999999,-3.62444999988075,915,MA7192I16,2020,MA,SEMA,RIO ESTRELA,1,5,5.692,5.05,6.07,0.384344,-3.62445,-43.1012
-43.6972,-3.58055999988216,916,MA7192I17,2020,MA,SEMA,RIO MUNIM,1,5,6.426,5.34,6.92,0.638107,-3.58056,-43.6972
-43.8736,-3.55360999988304,917,MA7192I18,2020,MA,SEMA,Iguará,1,3,5.873333,3.75,7.42,1.901745,-3.55361,-43.8736
-44.0651999999999,-2.93506999990331,918,MA7192I19,2020,MA,SEMA,Informação não disponível,1,5,6.436,4.17,7.24,1.308293,-2.93507,-44.0652
-43.3835,-3.57497999988233,919,MA7192I3,2020,MA,SEMA,Informação não disponível,1,5,7.112,6.48,7.52,0.477881,-3.57498,-43.3835
-44.0142,-3.11038999989756,920,MA7192I4,2020,MA,SEMA,Informação não disponível,1,5,6.33,3.9,7.18,1.396496,-3.11039,-44.0142
-43.4352,-3.42778999988718,921,MA7192I5,2020,MA,SEMA,Informação não disponível,1,5,6.966,4.99,7.59,1.10954,-3.42779,-43.4352
-44.0583,-2.92343999990372,922,MA7192I6,2020,MA,SEMA,Informação não disponível,1,5,6.516,4.36,7.29,1.248331,-2.92344,-44.0583
-43.3461,-3.7177299998777,923,MA7192I9,2020,MA,SEMA,Informação não disponível,1,5,2.564,1.24,3.2,0.835841,-3.71773,-43.3461
-43.5475999999999,-3.89732999987182,924,MA7192R12,2020,MA,SEMA,Informação não disponível,1,5,6.582,5.98,7.38,0.570324,-3.89733,-43.5476
-43.6267,-2.54857999991601,925,MA7193IE3,2020,MA,SEMA,Informação não disponível,1,5,5.52,3.71,6.38,1.086577,-2.54858,-43.6267
-43.4164,-2.54336999991616,926,MA7194I1,2020,MA,SEMA,Informação não disponível,1,5,5.202,3.97,6.25,0.979525,-2.54337,-43.4164
-43.4609,-2.58645999991475,927,MA7194I2,2020,MA,SEMA,Informação não disponível,1,4,5.13,4.37,5.6,0.546199,-2.58646,-43.4609
-43.2533,-2.50493999991746,928,MA7194R3,2020,MA,SEMA,Informação não disponível,1,5,7.272,5.54,7.93,0.995625,-2.50494,-43.2533
-43.0466,-2.52732999991671,929,MA7195R3,2020,MA,SEMA,Informação não disponível,1,5,4.98,3.75,5.76,0.834476,-2.52733,-43.0466
-42.8394,-2.75620999990919,930,MA7196I1,2020,MA,SEMA,Informação não disponível,1,5,5.928,4.55,7.27,1.012038,-2.75621,-42.8394
-42.7827,-2.73290999990995,931,MA7196I2,2020,MA,SEMA,Informação não disponível,1,5,6.332,5.01,7.25,0.936066,-2.73291,-42.7827
-42.8629999999999,-2.78599999990821,932,MA7196I5,2020,MA,SEMA,Informação não disponível,1,5,5.848,5.52,6.44,0.373791,-2.786,-42.863
-42.9211999999999,-2.69161999991131,933,MA7196R3,2020,MA,SEMA,Informação não disponível,1,5,4.29,3.68,4.62,0.363318,-2.69162,-42.9212
-42.6301999999999,-2.76956999990873,934,MA7197I2,2020,MA,SEMA,Informação não disponível,1,5,7.062,6.27,7.61,0.497464,-2.76957,-42.6302
-42.5318999999999,-2.71542999991055,935,MA7197I3,2020,MA,SEMA,Informação não disponível,1,5,7.018,6.29,7.55,0.456366,-2.71543,-42.5319
-43.2239,-4.16693999986301,936,MA7285I2,2020,MA,SEMA,Informação não disponível,1,3,4.51,2.2,6.13,2.05385,-4.16694,-43.2239
-42.9856,-4.28805999985908,937,MAPI7219IE8,2020,MA,SEMA,PARNAÍBA,1,5,7.474,6.86,7.88,0.411801,-4.28806,-42.9856
-42.7902999999999,-3.98243999986902,938,PIMA7219IE6,2020,MA,SEMA,Informação não disponível,1,3,7.346667,6.94,7.6,0.355715,-3.98244,-42.7903
-43.62717,-20.3694699993836,939,AV007,2020,MG,IGAM,Ribeirão Funil,1,8,7.925,7.3,8.9,0.565054,-20.36947,-43.62717
-43.62472,-20.2863899993857,940,AV010,2020,MG,IGAM,Rio das Velhas,1,8,8.5,7.6,9.6,0.727029,-20.28639,-43.62472
-43.7147199999999,-20.2786099993859,941,AV020,2020,MG,IGAM,Rio Maracujá,1,8,7.2375,6.5,8,0.678101,-20.27861,-43.71472
-43.8988899999999,-20.3619399993838,942,AV050,2020,MG,IGAM,Ribeirão do Silva ou Ribeirão Mata Porcos,1,8,8.175,7.5,8.7,0.462138,-20.36194,-43.89889
-43.82222,-20.2897199993856,943,AV060,2020,MG,IGAM,Ribeirão Carioca,1,8,8.25,7.4,9.3,0.728991,-20.28972,-43.82222
-43.78611,-20.3172199993849,944,AV070,2020,MG,IGAM,Ribeirão Mata Porcos,1,8,8.5125,7.8,9.2,0.569304,-20.31722,-43.78611
-43.8049999999999,-20.2888899993856,945,AV080,2020,MG,IGAM,Rio Itabirito,1,6,8.883333,7.9,9.6,0.667583,-20.28889,-43.805
-43.8238899999999,-20.1911099993881,946,AV120,2020,MG,IGAM,Córrego Moleque,1,8,8.3625,7.7,9.3,0.54756,-20.19111,-43.82389
-43.94917,-20.1852799993882,947,AV160E,2020,MG,IGAM,Lagoa dos Ingleses ou Represa Lagoa Grande,2,4,6.85,5.8,7.7,0.785281,-20.18528,-43.94917
-43.8958299999999,-20.1755599993885,948,AV180E,2020,MG,IGAM,Represa da Codorna,2,3,7.366667,6.2,8.3,1.069268,-20.17556,-43.89583
-43.8716699999999,-20.1299999993896,949,AV200,2020,MG,IGAM,Rio do Peixe (SF5),1,8,8.475,7.6,9.4,0.58493,-20.13,-43.87167
-43.7936099999999,-20.0913899993905,950,AV210,2020,MG,IGAM,Rio das Velhas,1,8,7.9875,7,9,0.737636,-20.09139,-43.79361
-43.8347199999999,-20.034169999392,951,AV250,2020,MG,IGAM,Ribeirão dos Macacos (SF5),1,8,8.5875,7.8,9.5,0.576783,-20.03417,-43.83472
-43.85556,-19.9847199993933,952,AV300,2020,MG,IGAM,Córrego do Cardoso,1,8,6.4,4.2,8.3,1.417241,-19.98472,-43.85556
-43.82361,-19.9919399993931,953,AV320,2020,MG,IGAM,Córrego da Mina,1,8,6.8,5.4,8.9,1.108409,-19.99194,-43.82361
-43.80806,-19.9688899993936,954,AV340,2020,MG,IGAM,Ribeirão da Prata,1,8,6.775,4.6,8.6,1.320984,-19.96889,-43.80806
-44.31656,-22.0321399993432,955,BG001,2020,MG,IGAM,Rio Grande,1,8,7.75,6.6,9.1,0.90396,-22.03214,-44.31656
-44.35,-21.7399999993501,956,BG002,2020,MG,IGAM,Rio Turvo Grande,1,8,8.0375,7,9.6,0.933408,-21.74,-44.35
-44.32753,-21.4919399993561,957,BG003,2020,MG,IGAM,Rio Grande,1,8,8.1125,7.3,9.4,0.749166,-21.49194,-44.32753
-43.4,-20.0199999993924,958,BG004,2020,MG,IGAM,Rio Aiuruoca,1,8,8.6125,8,9.7,0.571808,-20.02,-43.4
-44.39367,-21.6133599993531,959,BG005,2020,MG,IGAM,Rio Aiuruoca,1,8,7.9625,6.9,9.4,0.87658,-21.61336,-44.39367
-44.6399999999999,-22.1699999993399,960,BG006,2020,MG,IGAM,Rio Aiuruoca,1,8,8.45,7.9,9.6,0.555492,-22.17,-44.64
-44.63114,-21.290059999361,961,BG007,2020,MG,IGAM,Rio Grande,1,8,6.9875,5.5,8,0.864271,-21.29006,-44.63114
-44.88417,-21.2753099993613,962,BG008,2020,MG,IGAM,Ribeirão Caieiro,1,8,6.025,4.1,7.2,1.190138,-21.27531,-44.88417
-44.88417,-21.2753099993613,963,BG009,2020,MG,IGAM,Rio Capivari,1,8,8.55,7.8,9.5,0.64365,-21.27531,-44.88417
-43.67914,-21.2491699993619,964,BG011,2020,MG,IGAM,Rio das Mortes,1,8,8.2375,7.6,9,0.587823,-21.24917,-43.67914
-43.9187499999999,-21.2348899993623,965,BG012,2020,MG,IGAM,Rio das Mortes,1,8,8.4125,7.7,9.4,0.619764,-21.23489,-43.91875
-43.9804399999999,-21.1738099993638,966,BG013,2020,MG,IGAM,Rio das Mortes,1,8,7.35,6.3,8.4,0.709124,-21.17381,-43.98044
-43.9673299999999,-21.205829999363,967,BG014,2020,MG,IGAM,Rio das Mortes,1,8,7.8875,7,8.8,0.642401,-21.20583,-43.96733
-41.31075,-21.0622799993665,968,BG015,2020,MG,IGAM,Rio das Mortes,1,8,7.7875,6.9,8.8,0.701911,-21.06228,-41.31075
-44.74058,-21.1421699993646,969,BG017,2020,MG,IGAM,Rio das Mortes,1,8,7.9625,6.9,9.1,0.861788,-21.14217,-44.74058
-44.8199999999999,-20.7699999993737,970,BG018,2020,MG,IGAM,Rio do Cervo,1,8,8.475,7.8,9.7,0.734361,-20.77,-44.82
-45.12619,-21.1761899993637,971,BG019,2020,MG,IGAM,Rio Grande,1,8,7.325,6.6,8.5,0.679811,-21.17619,-45.12619
-43.02,-19.249999999412,972,BG020,2020,MG,IGAM,Rio Jacaré,1,8,7.4875,6.9,8.5,0.619764,-19.25,-43.02
-45.19792,-21.0036899993679,973,BG021,2020,MG,IGAM,Rio Jacaré,1,8,7.625,6.4,8.9,0.851469,-21.00369,-45.19792
-44.65,-19.3299999994099,974,BG022,2020,MG,IGAM,Rio Santana (GD3),1,8,8.275,7.7,9.2,0.559974,-19.33,-44.65
-45.4405,-20.4867799993807,975,BG023,2020,MG,IGAM,Rio Formiga,1,8,6.8625,4,8.1,1.668136,-20.48678,-45.4405
-44.88019,-21.9509999993451,976,BG024,2020,MG,IGAM,Rio Baependi,1,8,8.15,7.5,9.1,0.611789,-21.951,-44.88019
-44.90539,-22.3266899993362,977,BG025,2020,MG,IGAM,Rio Verde (GD4),1,8,8.45,8.1,9,0.377964,-22.32669,-44.90539
-45.09225,-21.9450599993452,978,BG026,2020,MG,IGAM,Rio Verde (GD4),1,8,7.1,6.5,8,0.565685,-21.94506,-45.09225
-44.9755,-22.2142199993389,979,BG027,2020,MG,IGAM,Rio Verde (GD4),1,8,6.15,4.9,7.1,0.698979,-22.21422,-44.9755
-45.0453899999999,-22.0604199993425,980,BG028,2020,MG,IGAM,Rio Verde (GD4),1,8,5.5625,3.5,6.9,1.114755,-22.06042,-45.04539
-45.05436,-21.8651099993472,981,BG029,2020,MG,IGAM,Rio Baependi,1,8,7.725,6.8,9.1,0.720615,-21.86511,-45.05436
-45.2654199999999,-22.210189999339,982,BG030,2020,MG,IGAM,Rio Lambari (GD4),1,8,6.875,4.7,8.1,1.113232,-22.21019,-45.26542
-45.21575,-21.7677799993495,983,BG031,2020,MG,IGAM,Rio Lambari (GD4),1,8,7.8625,7.1,9,0.750119,-21.76778,-45.21575
-45.24758,-21.703189999351,984,BG032,2020,MG,IGAM,Rio Verde (GD4),1,8,7.7375,7,8.8,0.694751,-21.70319,-45.24758
-45.33081,-21.6720799993517,985,BG033,2020,MG,IGAM,Rio do Peixe (GD4),1,8,7.2125,6.5,8.4,0.710005,-21.67208,-45.33081
-45.11531,-21.6553899993522,986,BG034,2020,MG,IGAM,Rio do Peixe (GD4),1,8,7.8,7.2,8.8,0.711136,-21.65539,-45.11531
-45.36378,-21.6414199993525,987,BG035,2020,MG,IGAM,Rio Verde (GD4),1,8,7.225,6.5,8.3,0.654108,-21.64142,-45.36378
-45.3954199999999,-21.6298299993528,988,BG036,2020,MG,IGAM,Rio Palmela,1,8,7.625,6.4,8.9,0.827647,-21.62983,-45.39542
-45.50844,-21.6064199993533,989,BG037,2020,MG,IGAM,Rio Verde (GD4),1,8,7.45,6.7,8.7,0.725062,-21.60642,-45.50844
-45.26217,-21.9338899993455,990,BG038,2020,MG,IGAM,Rio Lambari (GD4),1,8,7.1125,6.5,8,0.610474,-21.93389,-45.26217
-45.40219,-22.5159699993319,991,BG039,2020,MG,IGAM,Rio Sapucaí,1,8,7.8125,5.6,9.8,1.395337,-22.51597,-45.40219
-45.04461,-21.6575799993521,992,BG040,2020,MG,IGAM,Ribeirão Vermelho,1,8,8.0625,7.1,9.2,0.776324,-21.65758,-45.04461
-45.55242,-22.3605799993355,993,BG041,2020,MG,IGAM,Rio Sapucaí,1,8,5.6875,4,7.7,1.281113,-22.36058,-45.55242
-46.08503,-22.2726399993375,994,BG042,2020,MG,IGAM,Ribeirão do Mandu,1,8,6.625,4,8.2,1.528538,-22.27264,-46.08503
-45.86733,-22.2118099993389,995,BG043,2020,MG,IGAM,Rio Sapucaí,1,8,5.95,4,8,1.336306,-22.21181,-45.86733
-45.89761,-22.2900799993371,996,BG044,2020,MG,IGAM,Rio Sapucaí-Mirim,1,8,6.5875,4.3,8.5,1.316312,-22.29008,-45.89761
-45.89611,-22.206439999339,997,BG045,2020,MG,IGAM,Rio Sapucaí-Mirim,1,8,6.0625,3,7.9,1.703725,-22.20644,-45.89611
-47.0973299999999,-22.1580599993402,998,BG046,2020,MG,IGAM,Rio do Cervo,1,8,7.475,5.8,8.7,0.890826,-22.15806,-47.09733
-45.69983,-22.0534999993427,999,BG047,2020,MG,IGAM,Rio Sapucaí,1,8,6.1875,4.4,8.3,1.335705,-22.0535,-45.69983
-45.91725,-22.1166099993412,1000,BG048,2020,MG,IGAM,Rio do Cervo,1,8,6.45,3.9,8.5,1.373213,-22.11661,-45.91725
-45.68136,-21.579529999354,1001,BG049,2020,MG,IGAM,Rio Sapucaí,1,8,7.6625,6.8,8.7,0.684392,-21.57953,-45.68136
-45.91192,-21.9635299993448,1002,BG050,2020,MG,IGAM,Rio Dourado (GD5),1,8,6.4375,4.4,8.2,1.253495,-21.96353,-45.91192
-46.36222,-20.6847199993758,1003,BG051,2020,MG,IGAM,Rio Grande,1,8,6.65,4.6,7.9,1.272792,-20.68472,-46.36222
-45.90167,-22.2281699993386,1004,BG052,2020,MG,IGAM,Rio Sapucaí-Mirim,1,8,6.0875,3.5,7.5,1.501844,-22.22817,-45.90167
-46.6,-20.6942199993756,1005,BG053,2020,MG,IGAM,Ribeirão da Bocaina,1,8,3.2875,2.5,4.7,0.832273,-20.69422,-46.6
-44.21,-21.5899999993537,1006,BG054,2020,MG,IGAM,Rio Sapucaí-Mirim,1,8,7,4.8,8.1,1.133893,-21.59,-44.21
-46.83267,-20.6166699993775,1007,BG055,2020,MG,IGAM,Rio São João (GD7),1,8,6.8,4.6,8.5,1.126309,-20.61667,-46.83267
-46.91,-20.6099999993776,1008,BG056,2020,MG,IGAM,Ribeirão São Pedro (GD7),1,8,7.1375,4.8,8.8,1.218826,-20.61,-46.91
-47.87508,-20.0086099993927,1009,BG057,2020,MG,IGAM,Córrego Gameleiras,1,8,2.225,0.9,4,1.06066,-20.00861,-47.87508
-47.82417,-19.6611099994015,1010,BG058,2020,MG,IGAM,Rio Uberaba,1,8,8.125,7.3,8.7,0.480327,-19.66111,-47.82417
-48.39075,-19.9090599993952,1011,BG059,2020,MG,IGAM,Rio Uberaba,1,8,7.8125,6.7,8.8,0.668554,-19.90906,-48.39075
-48.6883299999999,-20.1678599993887,1012,BG061,2020,MG,IGAM,Rio Grande,1,8,7.65,6.6,9,0.78011,-20.16786,-48.68833
-46.60217,-21.7344399993503,1013,BG063,2020,MG,IGAM,Rio Lambari (GD6),1,8,5.5,3.9,8,1.341641,-21.73444,-46.60217
-45.56567,-21.1512799993643,1014,BG065,2020,MG,IGAM,Ribeirão São Pedro (GD3),1,8,7.8875,6.9,9.1,0.751071,-21.15128,-45.56567
-46.02,-18.2699999994376,1015,BG066,2020,MG,IGAM,Rio Uberaba,1,8,6.675,2.4,8.6,2.421776,-18.27,-46.02
-45.5157199999999,-21.4570599993569,1016,BG067,2020,MG,IGAM,Ribeirão da Espera,1,8,8.325,7.5,9.3,0.636396,-21.45706,-45.51572
-46.29,-21.5899999993537,1017,BG068,2020,MG,IGAM,Rio do Peixe (GD3),1,8,8.4,7.8,9.3,0.563154,-21.59,-46.29
-45.8929199999999,-21.6648299993519,1018,BG069,2020,MG,IGAM,Rio do Machado,1,8,7.1625,6.1,8.3,0.740536,-21.66483,-45.89292
-47.2599999999999,-19.8999999993954,1019,BG070,2020,MG,IGAM,Ribeirão Buriti,1,8,8.0125,7.2,8.6,0.496955,-19.9,-47.26
-46.9506899999999,-20.8918299993707,1020,BG071,2020,MG,IGAM,Córrego Liso,1,8,5.3,3.3,7.3,1.498571,-20.89183,-46.95069
-46.71,-20.839999999372,1021,BG072,2020,MG,IGAM,Rio São João (GD7),1,8,7.5125,5.7,8.9,0.984795,-20.84,-46.71
-46.82494,-20.8246399993723,1022,BG073,2020,MG,IGAM,Rio Santana (GD7),1,8,6.85,4.3,8.5,1.223578,-20.82464,-46.82494
-46.84,-20.6999999993754,1023,BG074,2020,MG,IGAM,Rio Santana (GD7),1,8,7.0125,5,8.5,1.034322,-20.7,-46.84
-46.4051699999999,-21.7483599993499,1024,BG075,2020,MG,IGAM,Rio Pardo (GD6),1,8,8.125,7.6,9.2,0.559974,-21.74836,-46.40517
-47.2599999999999,-19.8999999993954,1025,BG076,2020,MG,IGAM,Ribeirão São Francisco,1,8,7.7,6.8,8.7,0.604743,-19.9,-47.26
-46.32983,-22.3146899993365,1026,BG077,2020,MG,IGAM,Rio Mogi-Guaçu,1,8,7.125,4.8,8.9,1.432032,-22.31469,-46.32983
-46.71,-19.599999999403,1027,BG078,2020,MG,IGAM,Rio das Canoas,1,8,7.4125,4.8,9.1,1.440672,-19.6,-46.71
-46.38244,-22.2852499993372,1028,BG079,2020,MG,IGAM,Ribeirão do Ouro Fino,1,8,3.9625,1.3,7,1.77276,-22.28525,-46.38244
-48.79,-19.6899999994007,1029,BG080,2020,MG,IGAM,Rio Grande,1,8,7.225,5.6,8.6,0.876275,-19.69,-48.79
-46.6982199999999,-22.3170599993365,1030,BG081,2020,MG,IGAM,Rio Eleutério,1,8,7.1,4.3,9.4,1.657882,-22.31706,-46.69822
-48.54,-18.4399999994331,1031,BG082,2020,MG,IGAM,Rio Verde ou Feio,1,8,7.2875,6,8.4,0.859298,-18.44,-48.54
-46.3668899999999,-22.4524199993333,1032,BG083,2020,MG,IGAM,Rio das Antas,1,8,6.7875,5,8.7,1.273283,-22.45242,-46.36689
-49.72,-19.8699999993962,1033,BG084,2020,MG,IGAM,Rio Verde ou Feio,1,8,6.7125,5.7,8.7,0.909376,-19.87,-49.72
-50.1999999999999,-19.7632799993989,1034,BG086,2020,MG,IGAM,Córrego Santa Rosa,1,8,5.475,3.2,6.9,1.245277,-19.76328,-50.2
-50.23353,-19.7416399993994,1035,BG087,2020,MG,IGAM,Ribeirão da Tronqueira,1,8,6.025,4.6,7.1,0.996781,-19.74164,-50.23353
-46.53,-21.0099999993678,1036,BG088,2020,MG,IGAM,Rio São João (GD7),1,8,7.0375,4.6,8.8,1.252355,-21.01,-46.53
-46.52028,-21.3534199993594,1037,BG089,2020,MG,IGAM,Rio Muzambinho,1,8,5.4125,3.4,7.7,1.547752,-21.35342,-46.52028
-46.36,-21.2799999993612,1038,BG090,2020,MG,IGAM,Rio Muzambo,1,8,7.05,4.9,8.8,1.148913,-21.28,-46.36
-46.5847199999999,-22.0860799993419,1039,BG091,2020,MG,IGAM,Ribeirão da Pirapetinga,1,8,4.6375,1.6,7.4,2.463411,-22.08608,-46.58472
-46.6916699999999,-22.2655599993377,1040,BG093,2020,MG,IGAM,Rio Mogi-Guaçu,1,8,7.45,5.1,9.1,1.485165,-22.26556,-46.69167
-46.83,-21.32999999936,1041,BG094,2020,MG,IGAM,Ribeirão Santa Bárbara,1,8,6.4,4,8.3,1.302744,-21.33,-46.83
-47.01444,-21.4288899993576,1042,BG095,2020,MG,IGAM,Rio Canoas,1,8,7.2125,4.6,8.9,1.232231,-21.42889,-47.01444
-46.59,-21.9299999993456,1043,BG096,2020,MG,IGAM,Ribeirão das Antas,1,8,7.825,7.1,8.8,0.601783,-21.93,-46.59
