OBJECTID,CD_GEOCODM,SHAPE_LENG,ANO_BASE,ID_ESTADO,NOME,ID_MUNICIP,OBJECTID_12,AA_REF,AA_MALHA,PAI_CD,MUN_CD,MUN_CD_FINAL,MUN_NM,MUN_NM_FINAL,MUN_NM_UF_FINAL,EST_NM,EST_NM_FINAL,EST_SIGLA_FINAL,RGE_NM,RGE_NM_FINAL,RETIRADA_HU_M3_S,CONSUMO_HU_M3_S,RETORNO_HU_M3_S,RETIRADA_HR_M3_S,CONSUMO_HR_M3_S,RETORNO_HR_M3_S,RETIRADA_IT_M3_S,CONSUMO_IT_M3_S,RETORNO_IT_M3_S,RETIRADA_MN_M3_S,CONSUMO_MN_M3_S,RETORNO_MN_M3_S,RETIRADA_TE_M3_S,CONSUMO_TE_M3_S,RETORNO_TE_M3_S,RETIRADA_AN_M3_S,CONSUMO_AN_M3_S,RETORNO_AN_M3_S,RETIRADA_IR_M3_S,CONSUMO_IR_M3_S,RETORNO_IR_M3_S,RETIRADA_TOTAL_M3_S,CONSUMO_TOTAL_M3_S,RETORNO_TOTAL_M3_S,SHAPEAREA,SHAPELEN
5091,4323002,2.31226863,2013,43,Viamão,4323002,5091,2030,2013,BR,4323002,4323002,ViamÃ£o,Viamão,RS - Viamão,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,1.08082909,0.21616582,0.86466327,0.01143808,0.00915046,0.00228762,0.12153146,0.02751117,0.09402029,0.00186729,0.00085262,0.00101466,0,0,0,0.06300406,0.04774103,0.01526303,11.90412106,5.43027497,6.47384609,13.18279104,5.73169608,7.45109497,0,0
5092,4323101,0.66157468,2013,43,Vicente Dutra,4323101,5092,2030,2013,BR,4323101,4323101,Vicente Dutra,Vicente Dutra,RS - Vicente Dutra,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00416282,0.00083256,0.00333026,0.0026765,0.0021412,0.0005353,7.407e-05,1.504e-05,5.904e-05,0,0,0,0,0,0,0.02296403,0.01616303,0.006801,0.00207871,0.00170402,0.0003747,0.03195614,0.02085586,0.01110029,0,0
5093,4323200,1.51223995,2013,43,Victor Graeff,4323200,5093,2030,2013,BR,4323200,4323200,Victor Graeff,Victor Graeff,RS - Victor Graeff,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00316849,0.0006337,0.00253479,0.00161458,0.00129167,0.00032292,0.00020907,7.653e-05,0.00013255,0,0,0,0,0,0,0.01421472,0.00928913,0.00492559,0.00033909,0.00031214,2.695e-05,0.01954596,0.01160317,0.00794279,0,0
5094,4323309,0.57511835,2013,43,Vila Flores,4323309,5094,2030,2013,BR,4323309,4323309,Vila Flores,Vila Flores,RS - Vila Flores,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00324974,0.00064995,0.00259979,0.00208478,0.00166782,0.00041696,0.00509277,0.0015741,0.00351867,0.00026227,0.00011975,0.00014251,0,0,0,0.02004455,0.01300098,0.00704357,0.00274721,0.00221264,0.00053457,0.03348132,0.01922525,0.01425607,0,0
5095,4323358,1.02088143,2013,43,Vila Lângaro,4323358,5095,2030,2013,BR,4323358,4323358,Vila LÃ¢ngaro,Vila Lângaro,RS - Vila Lângaro,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00191493,0.00038299,0.00153194,0.00120949,0.00096759,0.0002419,0.00739373,0.00114556,0.00624816,0,0,0,0,0,0,0.01734027,0.01133037,0.00600989,0.00018393,0.00011641,6.753e-05,0.02804235,0.01394292,0.01409942,0,0
5096,4323408,0.94661081,2013,43,Vila Maria,4323408,5096,2030,2013,BR,4323408,4323408,Vila Maria,Vila Maria,RS - Vila Maria,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.0023316,0.00046632,0.00186528,0.00250145,0.00200116,0.00050029,0.00498869,0.0015791,0.0034096,0.00014669,6.698e-05,7.971e-05,0,0,0,0.04026727,0.02537207,0.01489519,0.00069649,0.00064495,5.154e-05,0.05093219,0.03013058,0.02080161,0,0
5097,4323457,1.27467762,2013,43,Vila Nova do Sul,4323457,5097,2030,2013,BR,4323457,4323457,Vila Nova do Sul,Vila Nova do Sul,RS - Vila Nova do Sul,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00277928,0.00055586,0.00222342,0.00193432,0.00154745,0.00038686,0.00531182,0.00112122,0.0041906,0.00127205,0.00058083,0.00069122,0,0,0,0.02716748,0.02153112,0.00563636,0.10711511,0.04839447,0.05872063,0.14558005,0.07373096,0.0718491,0,0
5098,4323507,0.57833494,2013,43,Vista Alegre,4323507,5098,2030,2013,BR,4323507,4323507,Vista Alegre,Vista Alegre,RS - Vista Alegre,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00190113,0.00038023,0.00152091,0.00155237,0.0012419,0.00031047,0.00138809,0.0002498,0.00113829,0,0,0,0,0,0,0.03479629,0.02173188,0.01306441,0.00286641,0.00264418,0.00022223,0.04250429,0.02624799,0.0162563,0,0
5099,4323606,0.67124028,2013,43,Vista Alegre do Prata,4323606,5099,2030,2013,BR,4323606,4323606,Vista Alegre do Prata,Vista Alegre do Prata,RS - Vista Alegre do Prata,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00154724,0.00030945,0.0012378,0.00094618,0.00075694,0.00018924,0.00010265,2.782e-05,7.483e-05,2.6e-06,1.19e-06,1.41e-06,0,0,0,0.01583013,0.00997756,0.00585257,0.0026222,0.00242816,0.00019404,0.02105101,0.01350112,0.00754989,0,0
5100,4323705,0.55225526,2013,43,Vista Gaúcha,4323705,5100,2030,2013,BR,4323705,4323705,Vista GaÃºcha,Vista Gaúcha,RS - Vista Gaúcha,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00240082,0.00048016,0.00192065,0.00164786,0.00131829,0.00032957,0.00069918,0.00014279,0.00055639,0,0,0,0,0,0,0.03328885,0.02102973,0.01225911,0.00285283,0.00262962,0.00022321,0.04088954,0.02560059,0.01528894,0,0
5101,4323754,1.25920558,2013,43,Vitória das Missões,4323754,5101,2030,2013,BR,4323754,4323754,VitÃ³ria das MissÃµes,Vitória das Missões,RS - Vitória das Missões,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00394068,0.00078814,0.00315255,0.00222801,0.00178241,0.0004456,2.596e-05,5.54e-06,2.042e-05,0,0,0,0,0,0,0.01981049,0.01463775,0.00517274,0.00087955,0.00081446,6.509e-05,0.0268847,0.01802829,0.0088564,0,0
5102,4323770,0.39871948,2013,43,Westfalia,4323770,5102,2030,2013,BR,4323770,4323770,Westfalia,Westfalia,RS - Westfalia,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.00390637,0.00078127,0.0031251,0.00231047,0.00184838,0.00046209,0.04990627,0.00629499,0.04361128,0,0,0,0,0,0,0.02918945,0.01851089,0.01067856,0.00052118,0.00048261,3.857e-05,0.08583375,0.02791815,0.0579156,0,0
5103,4323804,0.40192444,2013,43,Xangri-lá,4323804,5103,2030,2013,BR,4323804,4323804,Xangri-lÃ¡,Xangri-lá,RS - Xangri-lá,Rio Grande do Sul,Rio Grande do Sul,RS,REGIÃƒO SUL,REGIÃO SUL,0.07157402,0.0143148,0.05725921,0,0,0,0.00036507,0.00011614,0.00024893,1.8e-05,8.22e-06,9.78e-06,0,0,0,0.00211748,0.00168472,0.00043276,0,0,0,0.07407456,0.01612388,0.05795069,0,0
5104,5000203,5.57377185,2013,50,Água Clara,5000203,5104,2030,2013,BR,5000203,5000203,Ãgua Clara,Água Clara,MS - Água Clara,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.03879421,0.00775884,0.03103537,0.00486806,0.00389444,0.00097361,0.00223697,0.00051708,0.00171989,0,0,0,0,0,0,0.23960466,0.18999005,0.04961461,0.10266762,0.09507022,0.0075974,0.38817152,0.29723063,0.09094088,0,0
5105,5000252,4.12997235,2013,50,Alcinópolis,5000252,5105,2030,2013,BR,5000252,5000252,AlcinÃ³polis,Alcinópolis,MS - Alcinópolis,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.00828935,0.00165787,0.00663148,0.00141551,0.00113241,0.0002831,0,0,0,0,0,0,0,0,0,0.23588889,0.187046,0.04884289,0,0,0,0.24559375,0.18983628,0.05575747,0,0
5106,5000609,3.34489997,2013,50,Amambaí,5000609,5106,2030,2013,BR,5000609,5000609,AmambaÃ­,Amambaí,MS - Amambaí,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.05910991,0.01182198,0.04728793,0.01750231,0.01400185,0.00350046,0.01510874,0.00228569,0.01282305,0.00092035,0.00042024,0.00050011,0,0,0,0.19212642,0.15009141,0.04203501,0.23699037,0.21945308,0.01753729,0.5217581,0.39807425,0.12368385,0,0
5107,5000708,3.24323452,2013,50,Anastácio,5000708,5107,2030,2013,BR,5000708,5000708,AnastÃ¡cio,Anastácio,MS - Anastácio,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.04303446,0.00860689,0.03442757,0.00292245,0.00233796,0.00058449,0.00782764,0.00100827,0.00681937,0.00039288,0.00017939,0.00021349,0,0,0,0.17718326,0.1394465,0.03773676,0.00039832,0.00035848,3.983e-05,0.23175901,0.1519375,0.07982151,0,0
5108,5000807,2.32532238,2013,50,Anaurilândia,5000807,5108,2030,2013,BR,5000807,5000807,AnaurilÃ¢ndia,Anaurilândia,MS - Anaurilândia,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.013001,0.0026002,0.0104008,0.0053912,0.00431296,0.00107824,0.00694794,0.0012871,0.00566084,0.00029413,0.0001343,0.00015983,0,0,0,0.14481541,0.11407909,0.03073633,0.05067284,0.04193198,0.00874086,0.22112252,0.16434564,0.05677689,0,0
5109,5000856,1.79717002,2013,50,Angélica,5000856,5109,2030,2013,BR,5000856,5000856,AngÃ©lica,Angélica,MS - Angélica,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.02595181,0.00519036,0.02076145,0.00128935,0.00103148,0.00025787,2.43309955,2.43223189,0.00086766,5.085e-05,2.322e-05,2.763e-05,0,0,0,0.03927476,0.03034826,0.0089265,0.17588631,0.15412262,0.0217637,2.67555264,2.62294784,0.0526048,0,0
5110,5000906,2.69066434,2013,50,Antônio João,5000906,5110,2030,2013,BR,5000906,5000906,AntÃ´nio JoÃ£o,Antônio João,MS - Antônio João,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.01553457,0.00310691,0.01242765,0.00191435,0.00153148,0.00038287,8.33e-06,7.27e-06,1.07e-06,0.00023525,0.00010742,0.00012783,0,0,0,0.03479209,0.02723655,0.00755553,0.00504097,0.00463176,0.00040921,0.05752555,0.03662139,0.02090416,0,0
5111,5001003,2.12937671,2013,50,Aparecida do Taboado,5001003,5111,2030,2013,BR,5001003,5001003,Aparecida do Taboado,Aparecida do Taboado,MS - Aparecida do Taboado,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.05890973,0.01178195,0.04712778,0.0018912,0.00151296,0.00037824,0.2302376,0.14537584,0.08486176,0.00046085,0.00021043,0.00025042,0,0,0,0.10277987,0.07826492,0.02451495,0.08316459,0.0728467,0.01031789,0.47744385,0.3099928,0.16745105,0,0
5112,5001102,9.35702873,2013,50,Aquidauana,5001102,5112,2030,2013,BR,5001102,5001102,Aquidauana,Aquidauana,MS - Aquidauana,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.09857453,0.01971491,0.07885962,0.01110648,0.00888519,0.0022213,0.01853012,0.00371529,0.01481482,2.196e-05,1.003e-05,1.194e-05,0,0,0,0.48212445,0.3834614,0.09866305,0.02392764,0.02065866,0.00326898,0.63428518,0.43644547,0.1978397,0,0
5113,5001243,2.56952084,2013,50,Aral Moreira,5001243,5113,2030,2013,BR,5001243,5001243,Aral Moreira,Aral Moreira,MS - Aral Moreira,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.02063154,0.00412631,0.01650523,0.00508449,0.00406759,0.0010169,0.00019488,4.256e-05,0.00015233,0,0,0,0,0,0,0.02666138,0.02026819,0.00639319,0.09665133,0.08458406,0.01206728,0.14922362,0.1130887,0.03613492,0,0
5114,5001508,2.96396033,2013,50,Bandeirantes,5001508,5114,2030,2013,BR,5001508,5001508,Bandeirantes,Bandeirantes,MS - Bandeirantes,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.01100773,0.00220155,0.00880619,0.00253935,0.00203148,0.00050787,0.00210002,0.00072241,0.00137762,0,0,0,0,0,0,0.18113236,0.13794399,0.04318837,0.00111089,0.00102868,8.221e-05,0.19789036,0.14392811,0.05396225,0,0
5115,5001904,2.70542749,2013,50,Bataguassu,5001904,5115,2030,2013,BR,5001904,5001904,Bataguassu,Bataguassu,MS - Bataguassu,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.05278839,0.01055768,0.04223071,0.00476389,0.00381111,0.00095278,0.1341285,0.01932594,0.11480255,0,0,0,0,0,0,0.10674572,0.08255292,0.02419279,0.07434799,0.04460879,0.0297392,0.37277448,0.16085645,0.21191803,0,0
5116,5002001,2.04211759,2013,50,Batayporã,5002001,5116,2030,2013,BR,5002001,5002001,BatayporÃ£,Batayporã,MS - Batayporã,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.02055105,0.00411021,0.01644084,0.00211343,0.00169074,0.00042269,0.25374319,0.24760427,0.00613892,0.00021993,0.00010042,0.00011951,0,0,0,0.09557377,0.07528595,0.02028782,0.06376496,0.0558581,0.00790685,0.43596633,0.3846497,0.05131663,0,0
5117,5002100,5.4701097,2013,50,Bela Vista,5002100,5117,2030,2013,BR,5002100,5002100,Bela Vista,Bela Vista,MS - Bela Vista,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.04518299,0.0090366,0.03614639,0.00548611,0.00438889,0.00109722,0.00050868,9.544e-05,0.00041324,0.0196602,0.00897707,0.01068312,0,0,0,0.2339837,0.18451513,0.04946856,0.05058746,0.02889347,0.02169399,0.35540913,0.2359066,0.11950253,0,0
5118,5002159,3.11870835,2013,50,Bodoquena,5002159,5118,2030,2013,BR,5002159,5002159,Bodoquena,Bodoquena,MS - Bodoquena,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.01624568,0.00324914,0.01299654,0.00135417,0.00108333,0.00027083,0.00823104,0.00815026,8.078e-05,0.00509137,0.00232478,0.00276659,0,0,0,0.09326299,0.07325942,0.02000358,0,0,0,0.12418525,0.08806693,0.03611833,0,0
5119,5002209,4.41941926,2013,50,Bonito,5002209,5119,2030,2013,BR,5002209,5002209,Bonito,Bonito,MS - Bonito,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.05771698,0.0115434,0.04617359,0.00263773,0.00211019,0.00052755,0.0062939,0.00089809,0.00539581,0,0,0,0,0,0,0.20528635,0.16154004,0.04374631,0.01361188,0.0126046,0.00100728,0.28554684,0.18869632,0.09685052,0,0
5120,5002308,3.8183495,2013,50,Brasilândia,5002308,5120,2030,2013,BR,5002308,5002308,BrasilÃ¢ndia,Brasilândia,MS - Brasilândia,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.02154992,0.00430998,0.01723993,0.00254398,0.00203519,0.0005088,0.00077066,0.00015994,0.00061072,0.00021755,9.934e-05,0.00011821,0,0,0,0.27400318,0.20976879,0.06423439,0.44832705,0.40248177,0.04584528,0.74741234,0.61885501,0.12855733,0,0
5121,5002407,2.49113088,2013,50,Caarapó,5002407,5121,2030,2013,BR,5002407,5002407,CaarapÃ³,Caarapó,MS - Caarapó,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.05699527,0.01139905,0.04559622,0.01156713,0.0092537,0.00231343,0.18804174,0.15759411,0.03044762,0,0,0,0,0,0,0.06655616,0.0496713,0.01688487,0.36128577,0.32792976,0.03335601,0.68444607,0.55584793,0.12859815,0,0
5122,5002605,5.24013176,2013,50,Camapuã,5002605,5122,2030,2013,BR,5002605,5002605,CamapuÃ£,Camapuã,MS - Camapuã,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.02447373,0.00489475,0.01957898,0.00224306,0.00179444,0.00044861,0.00123873,0.00045819,0.00078054,0,0,0,0,0,0,0.40551611,0.31912015,0.08639596,0.01309766,0.01212843,0.00096923,0.44656928,0.33839596,0.10817332,0,0
5123,5002704,6.25148682,2013,50,Campo Grande,5002704,5123,2030,2013,BR,5002704,5002704,Campo Grande,Campo Grande,MS - Campo Grande,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,2.70554363,0.54110873,2.16443491,0.01625347,0.01300278,0.00325069,0.31884744,0.05659959,0.26224785,0,0,0,0,0,0,0.42311049,0.32576411,0.09734638,0.14890624,0.13610096,0.01280527,3.61266127,1.07257617,2.54008511,0,0
5124,5002803,3.65136037,2013,50,Caracol,5002803,5124,2030,2013,BR,5002803,5002803,Caracol,Caracol,MS - Caracol,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.0091344,0.00182688,0.00730752,0.00317708,0.00254167,0.00063542,2.04e-06,4.1e-07,1.63e-06,0,0,0,0,0,0,0.14944978,0.1182443,0.03120548,0.0357915,0.03314293,0.00264857,0.1975548,0.15575619,0.04179862,0,0
5125,5002902,4.0426237,2013,50,Cassilândia,5002902,5125,2030,2013,BR,5002902,5002902,CassilÃ¢ndia,Cassilândia,MS - Cassilândia,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.04528831,0.00905766,0.03623065,0.0018125,0.00145,0.0003625,0.03469641,0.00729471,0.0274017,2.854e-05,1.303e-05,1.551e-05,0,0,0,0.14091617,0.10979014,0.03112603,0.16298212,0.15092144,0.01206068,0.38572404,0.27852698,0.10719706,0,0
5126,5002951,3.86646693,2013,50,Chapadão do Sul,5002951,5126,2030,2013,BR,5002951,5002951,ChapadÃ£o do Sul,Chapadão do Sul,MS - Chapadão do Sul,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.08225712,0.01645142,0.0658057,0.00278241,0.00222593,0.00055648,0.51570269,0.51355251,0.00215018,0.00045464,0.0002076,0.00024705,0,0,0,0.07709628,0.06026913,0.01682715,0.29174626,0.26509408,0.02665218,0.97003939,0.85780066,0.11223874,0,0
5127,5003108,3.25387894,2013,50,Corguinho,5003108,5127,2030,2013,BR,5003108,5003108,Corguinho,Corguinho,MS - Corguinho,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.00528933,0.00105787,0.00423147,0.00511574,0.00409259,0.00102315,0.000832,0.00034002,0.00049198,0.00022113,0.00010097,0.00012016,0,0,0,0.15044695,0.1178798,0.03256715,0.0001832,0.00016965,1.356e-05,0.16208836,0.1236409,0.03844746,0,0
5128,5003157,1.60913956,2013,50,Coronel Sapucaia,5003157,5128,2030,2013,BR,5003157,5003157,Coronel Sapucaia,Coronel Sapucaia,MS - Coronel Sapucaia,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.01710218,0.00342044,0.01368174,0.00515046,0.00412037,0.00103009,0.00080468,0.00018933,0.00061534,0,0,0,0,0,0,0.04086501,0.03207365,0.00879136,4.206e-05,3.895e-05,3.11e-06,0.06396439,0.03984274,0.02412165,0,0
5129,5003207,17.40227955,2013,50,Corumbá,5003207,5129,2030,2013,BR,5003207,5003207,CorumbÃ¡,Corumbá,MS - Corumbá,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.39948483,0.07989697,0.31958786,0.01314468,0.01051574,0.00262894,0.04297063,0.01531991,0.02765072,0.33025385,0.07473485,0.25551899,0,0,0,1.06334659,0.84491702,0.21842958,0.01429287,0.00971065,0.00458221,1.86349344,1.03509513,0.8283983,0,0
5130,5003256,4.02471677,2013,50,Costa Rica,5003256,5130,2030,2013,BR,5003256,5003256,Costa Rica,Costa Rica,MS - Costa Rica,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.09149466,0.01829893,0.07319573,0.00264815,0.00211852,0.00052963,0.00079331,0.00028465,0.00050866,0.0005682,0.00025945,0.00030875,0,0,0,0.10710032,0.08343316,0.02366716,0.27121173,0.23830057,0.03291116,0.47381637,0.34269528,0.13112109,0,0
5131,5003306,5.42480119,2013,50,Coxim,5003306,5131,2030,2013,BR,5003306,5003306,Coxim,Coxim,MS - Coxim,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.07022555,0.01404511,0.05618044,0.00275579,0.00220463,0.00055116,0.01645313,0.00245521,0.01399792,0.00035538,0.00016227,0.00019311,0,0,0,0.35666427,0.28310104,0.07356323,0.00189704,0.0016817,0.00021534,0.44835115,0.30364996,0.14470119,0,0
5132,5003454,1.44448627,2013,50,Deodápolis,5003454,5132,2030,2013,BR,5003454,5003454,DeodÃ¡polis,Deodápolis,MS - Deodápolis,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.03096959,0.00619392,0.02477567,0.00132639,0.00106111,0.00026528,0.00781363,0.00189705,0.00591658,8.24e-06,3.76e-06,4.48e-06,0,0,0,0.06339182,0.04580685,0.01758497,0.04211751,0.03668301,0.0054345,0.14562718,0.09164571,0.05398147,0,0
5133,5003488,3.18225332,2013,50,Dois Irmãos do Buriti,5003488,5133,2030,2013,BR,5003488,5003488,Dois IrmÃ£os do Buriti,Dois Irmãos do Buriti,MS - Dois Irmãos do Buriti,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.012053,0.0024106,0.0096424,0.00782755,0.00626204,0.00156551,0.00290633,0.00047143,0.0024349,0.0005187,0.00023684,0.00028185,0,0,0,0.1375928,0.10788846,0.02970435,0.00625289,0.00563755,0.00061534,0.16715127,0.12290692,0.04424435,0,0
5134,5003504,0.73512156,2013,50,Douradina,5003504,5134,2030,2013,BR,5003504,5003504,Douradina,Douradina,MS - Douradina,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.00995905,0.00199181,0.00796724,0.00217477,0.00173981,0.00043495,7.429e-05,1.556e-05,5.873e-05,0,0,0,0,0,0,0.00921429,0.00675696,0.00245733,0.00044005,0.00034712,9.292e-05,0.02186244,0.01085127,0.01101117,0,0
5135,5003702,5.11678894,2013,50,Dourados,5003702,5135,2030,2013,BR,5003702,5003702,Dourados,Dourados,MS - Dourados,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.76043108,0.15208622,0.60834487,0.00748727,0.00598981,0.00149745,1.06880782,0.71389975,0.35490808,0.00076379,0.00034876,0.00041504,0,0,0,0.13170863,0.09438303,0.03732561,0.49087009,0.4496666,0.04120349,2.46006869,1.41637416,1.04369453,0,0
5136,5003751,1.34702592,2013,50,Eldorado,5003751,5136,2030,2013,BR,5003751,5003751,Eldorado,Eldorado,MS - Eldorado,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.02235316,0.00447063,0.01788253,0.00174421,0.00139537,0.00034884,0.08060693,0.07900823,0.0015987,0,0,0,0,0,0,0.04505237,0.03473174,0.01032063,0.00170273,0.00134095,0.00036178,0.15145941,0.12094692,0.03051249,0,0
5137,5003801,1.19648708,2013,50,Fátima do Sul,5003801,5137,2030,2013,BR,5003801,5003801,FÃ¡tima do Sul,Fátima do Sul,MS - Fátima do Sul,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.05625653,0.01125131,0.04500523,0.00138426,0.00110741,0.00027685,0.28165863,0.28029048,0.00136816,0.00013788,6.296e-05,7.492e-05,0,0,0,0.0220402,0.01505681,0.00698339,0.00998516,0.00798969,0.00199547,0.37146267,0.31575865,0.05570402,0,0
5138,5003900,3.62717282,2013,50,Figueirão,5003900,5138,2030,2013,BR,5003900,5003900,FigueirÃ£o,Figueirão,MS - Figueirão,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.00510522,0.00102104,0.00408418,0.00224537,0.0017963,0.00044907,0.00012479,4.535e-05,7.945e-05,9.01e-06,4.11e-06,4.89e-06,0,0,0,0.15845054,0.12443463,0.03401591,0,0,0,0.16593493,0.12730143,0.0386335,0,0
5139,5004007,0.94849868,2013,50,Glória de Dourados,5004007,5139,2030,2013,BR,5004007,5004007,GlÃ³ria de Dourados,Glória de Dourados,MS - Glória de Dourados,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.01753316,0.00350663,0.01402653,0.00139236,0.00111389,0.00027847,0.00807219,0.00232285,0.00574934,0,0,0,0,0,0,0.10093338,0.06680208,0.0341313,0.01050957,0.00896188,0.00154769,0.13844066,0.08270733,0.05573333,0,0
5140,5004106,4.00642535,2013,50,Guia Lopes da Laguna,5004106,5140,2030,2013,BR,5004106,5004106,Guia Lopes da Laguna,Guia Lopes da Laguna,MS - Guia Lopes da Laguna,Mato Grosso do Sul,Mato Grosso do Sul,MS,REGIÃƒO CENTRO-OESTE,REGIÃO CENTRO-OESTE,0.01409906,0.00281981,0.01127925,0.0010162,0.00081296,0.00020324,0.01873309,0.00268461,0.01604848,3.627e-05,1.656e-05,1.971e-05,0,0,0,0.0776941,0.06029195,0.01740215,0.00593927,0.00356356,0.00237571,0.11751799,0.07018945,0.04732854,0,0
