OBJECTID,CD_GEOCODM,SHAPE_LENG,ANO_BASE,ID_ESTADO,NOME,ID_MUNICIP,OBJECTID_12,AA_REF,AA_MALHA,PAI_CD,MUN_CD,MUN_CD_FINAL,MUN_NM,MUN_NM_FINAL,MUN_NM_UF_FINAL,EST_NM,EST_NM_FINAL,EST_SIGLA_FINAL,RGE_NM,RGE_NM_FINAL,RETIRADA_HU_M3_S,CONSUMO_HU_M3_S,RETORNO_HU_M3_S,RETIRADA_HR_M3_S,CONSUMO_HR_M3_S,RETORNO_HR_M3_S,RETIRADA_IT_M3_S,CONSUMO_IT_M3_S,RETORNO_IT_M3_S,RETIRADA_MN_M3_S,CONSUMO_MN_M3_S,RETORNO_MN_M3_S,RETIRADA_TE_M3_S,CONSUMO_TE_M3_S,RETORNO_TE_M3_S,RETIRADA_AN_M3_S,CONSUMO_AN_M3_S,RETORNO_AN_M3_S,RETIRADA_IR_M3_S,CONSUMO_IR_M3_S,RETORNO_IR_M3_S,RETIRADA_TOTAL_M3_S,CONSUMO_TOTAL_M3_S,RETORNO_TOTAL_M3_S,SHAPEAREA,SHAPELEN
231,1505031,11.62088923,2013,15,Novo Progresso,1505031,231,2030,2013,BR,1505031,1505031,Novo Progresso,Novo Progresso,PA - Novo Progresso,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03862899,0.0077258,0.03090319,0.00589815,0.00471852,0.00117963,0.00168229,0.00036988,0.00131242,0.00027617,0.0001261,0.00015006,0,0,0,0.62518161,0.49976551,0.1254161,0.0005025,0.00046531,3.718e-05,0.6721697,0.51317111,0.15899859,0,0
232,1505064,6.49283429,2013,15,Novo Repartimento,1505064,232,2030,2013,BR,1505064,1505064,Novo Repartimento,Novo Repartimento,PA - Novo Repartimento,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.10270503,0.02054101,0.08216403,0.04244444,0.03395556,0.00848889,0.00160892,0.00051762,0.0010913,0,0,0,0,0,0,0.78248479,0.62270202,0.15978277,0.00918819,0.00475389,0.0044343,0.93843138,0.6824701,0.25596128,0,0
233,1505106,13.34620646,2013,15,Óbidos,1505106,233,2030,2013,BR,1505106,1505106,Ã“bidos,Óbidos,PA - Óbidos,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.07576364,0.01515273,0.06061092,0.02659954,0.02127963,0.00531991,0.00419285,0.00083818,0.00335467,0,0,0,0,0,0,0.13683145,0.10250566,0.03432578,0.01314101,0.00793674,0.00520427,0.25652849,0.14771295,0.10881554,0,0
234,1505205,3.51114239,2013,15,Oeiras do Pará,1505205,234,2030,2013,BR,1505205,1505205,Oeiras do ParÃ¡,Oeiras do Pará,PA - Oeiras do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03853943,0.00770789,0.03083155,0.01907176,0.01525741,0.00381435,1.447e-05,2.89e-06,1.157e-05,0,0,0,0,0,0,0.0003591,0.00027428,8.482e-05,0.00315778,0.00192667,0.00123111,0.06114254,0.02516914,0.0359734,0,0
235,1505304,20.64726804,2013,15,Oriximiná,1505304,235,2030,2013,BR,1505304,1505304,OriximinÃ¡,Oriximiná,PA - Oriximiná,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.1230116,0.02460232,0.09840928,0.02678935,0.02143148,0.00535787,0.00049447,0.00011128,0.00038319,0.26081284,0.11909016,0.14172268,2.20638889,0.02537347,2.18101542,0.15368506,0.11385768,0.03982739,0.00093927,0.00056835,0.00037092,2.77212147,0.30503473,2.46708674,0,0
236,1505403,1.19689203,2013,15,Ourém,1505403,236,2030,2013,BR,1505403,1505403,OurÃ©m,Ourém,PA - Ourém,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02840856,0.00568171,0.02272685,0.01159028,0.00927222,0.00231806,9.456e-05,2.008e-05,7.449e-05,0.00118061,0.00053908,0.00064153,0,0,0,0.0112,0.0088916,0.0023084,0.00180536,0.00120839,0.00059697,0.05427937,0.02561308,0.02866629,0,0
237,1505437,8.68926212,2013,15,Ourilândia do Norte,1505437,237,2030,2013,BR,1505437,1505437,OurilÃ¢ndia do Norte,Ourilândia do Norte,PA - Ourilândia do Norte,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.08304409,0.01660882,0.06643527,0.01115509,0.00892407,0.00223102,0.00256846,0.00076022,0.00180825,0,0,0,0,0,0,0.15456352,0.12294184,0.03162168,0,0,0,0.25133116,0.14923495,0.10209621,0,0
238,1505486,6.48831713,2013,15,Pacajá,1505486,238,2030,2013,BR,1505486,1505486,PacajÃ¡,Pacajá,PA - Pacajá,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.09211994,0.01842399,0.07369595,0.02779051,0.02223241,0.0055581,0.00027338,5.69e-05,0.00021648,0,0,0,0,0,0,0.56578007,0.44852319,0.11725688,0.00379089,0.00232757,0.00146332,0.68975479,0.49156407,0.19819072,0,0
239,1505494,1.57125974,2013,15,Palestina do Pará,1505494,239,2030,2013,BR,1505494,1505494,Palestina do ParÃ¡,Palestina do Pará,PA - Palestina do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02060693,0.00412139,0.01648555,0.00187384,0.00149907,0.00037477,2.2e-06,4.7e-07,1.73e-06,0,0,0,0,0,0,0.04664504,0.03691143,0.00973361,0,0,0,0.06912801,0.04253236,0.02659566,0,0
240,1505502,11.42197072,2013,15,Paragominas,1505502,240,2030,2013,BR,1505502,1505502,Paragominas,Paragominas,PA - Paragominas,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.37901146,0.07580229,0.30320917,0.02591204,0.02072963,0.00518241,0.03675501,0.00684671,0.0299083,0.41871946,0.19119215,0.22752731,0,0,0,0.27926334,0.22032387,0.05893946,0.00856312,0.00759255,0.00097058,1.14822443,0.5224872,0.62573724,0,0
241,1505536,5.4406662,2013,15,Parauapebas,1505536,241,2030,2013,BR,1505536,1505536,Parauapebas,Parauapebas,PA - Parauapebas,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.87310464,0.17462093,0.69848371,0.01420255,0.01136204,0.00284051,0.01606874,0.00455601,0.01151273,12.6323396,3.61186645,9.02047315,0,0,0,0.08825872,0.06963276,0.01862596,0.03456849,0.02102568,0.01354281,13.65854274,3.89306387,9.76547887,0,0
242,1505551,2.37003942,2013,15,Pau D'Arco,1505551,242,2030,2013,BR,1505551,1505551,Pau D'Arco,Pau D'Arco,PA - Pau D'Arco,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01253567,0.00250713,0.01002854,0.00173495,0.00138796,0.00034699,2.2e-06,4.7e-07,1.73e-06,2.13e-06,9.7e-07,1.16e-06,0,0,0,0.10063505,0.08023666,0.02039839,0.00116431,0.00074565,0.00041867,0.11607432,0.08487884,0.03119548,0,0
243,1505601,0.86228973,2013,15,Peixe-Boi,1505601,243,2030,2013,BR,1505601,1505601,Peixe-Boi,Peixe-Boi,PA - Peixe-Boi,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01215649,0.0024313,0.00972519,0.00359375,0.002875,0.00071875,0,0,0,0,0,0,0,0,0,0.00878868,0.00692996,0.00185872,0.00118754,0.00095345,0.00023409,0.02572646,0.01318971,0.01253675,0,0
244,1505635,2.37506765,2013,15,Piçarra,1505635,244,2030,2013,BR,1505635,1505635,PiÃ§arra,Piçarra,PA - Piçarra,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02498127,0.00499625,0.01998501,0.00673148,0.00538519,0.0013463,0.00449941,0.0016016,0.00289781,0,0,0,0,0,0,0.28056027,0.22296933,0.05759093,0.00209758,0.00194236,0.00015522,0.31887001,0.23689473,0.08197528,0,0
245,1505650,5.28213597,2013,15,Placas,1505650,245,2030,2013,BR,1505650,1505650,Placas,Placas,PA - Placas,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02025409,0.00405082,0.01620328,0.03224653,0.02579722,0.00644931,0.00022123,6.765e-05,0.00015358,0,0,0,0,0,0,0.12069766,0.09364896,0.02704871,0.00097539,0.00062263,0.00035276,0.1743949,0.12418727,0.05020763,0,0
246,1505700,3.70785771,2013,15,Ponta de Pedras,1505700,246,2030,2013,BR,1505700,1505700,Ponta de Pedras,Ponta de Pedras,PA - Ponta de Pedras,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03489138,0.00697828,0.0279131,0.02032407,0.01625926,0.00406481,0,0,0,0,0,0,0,0,0,0.06514517,0.05049506,0.01465011,0.04182345,0.02586198,0.01596146,0.16218406,0.09959458,0.06258949,0,0
247,1505809,7.44966616,2013,15,Portel,1505809,247,2030,2013,BR,1505809,1505809,Portel,Portel,PA - Portel,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.06171686,0.01234337,0.04937349,0.03928241,0.03142593,0.00785648,0.00020303,4.062e-05,0.00016241,0,0,0,0,0,0,0.01110314,0.00814402,0.00295912,0.00283984,0.00170788,0.00113196,0.11514528,0.05366182,0.06148346,0,0
248,1505908,5.51908767,2013,15,Porto de Moz,1505908,248,2030,2013,BR,1505908,1505908,Porto de Moz,Porto de Moz,PA - Porto de Moz,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.05934921,0.01186984,0.04747937,0.03183218,0.02546574,0.00636644,1.488e-05,3.41e-06,1.147e-05,0,0,0,0,0,0,0.07458436,0.05422855,0.02035581,0.00161376,0.00096826,0.00064551,0.16739439,0.0925358,0.07485859,0,0
249,1506005,7.33465832,2013,15,Prainha,1506005,249,2030,2013,BR,1506005,1506005,Prainha,Prainha,PA - Prainha,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02746633,0.00549327,0.02197307,0.01930556,0.01544444,0.00386111,4.34e-05,8.68e-06,3.472e-05,0,0,0,0,0,0,0.13530591,0.10264974,0.03265618,0.00602255,0.00341828,0.00260427,0.18814376,0.12701441,0.06112935,0,0
250,1506104,0.8003516,2013,15,Primavera,1506104,250,2030,2013,BR,1506104,1506104,Primavera,Primavera,PA - Primavera,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01993816,0.00398763,0.01595053,0.0048831,0.00390648,0.00097662,0.01031517,0.01031517,0,0.00483701,0.00220863,0.00262837,0,0,0,0.00230092,0.00181487,0.00048605,0.00207483,0.00132183,0.000753,0.0443492,0.02355463,0.02079457,0,0
251,1506112,1.23177635,2013,15,Quatipuru,1506112,251,2030,2013,BR,1506112,1506112,Quatipuru,Quatipuru,PA - Quatipuru,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02091468,0.00418294,0.01673174,0.00804167,0.00643333,0.00160833,4.412e-05,8.88e-06,3.524e-05,0,0,0,0,0,0,0.00122851,0.0009575,0.00027101,8.817e-05,8.164e-05,6.52e-06,0.03031714,0.01166429,0.01865285,0,0
252,1506138,3.32254798,2013,15,Redenção,1506138,252,2030,2013,BR,1506138,1506138,RedenÃ§Ã£o,Redenção,PA - Redenção,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.16140879,0.03228176,0.12912703,0.00809144,0.00647315,0.00161829,0.03933152,0.00616794,0.03316358,0.00055108,0.00025163,0.00029945,0,0,0,0.22310234,0.17671077,0.04639157,0.07339449,0.06553081,0.00786368,0.50587965,0.28741605,0.2184636,0,0
253,1506161,3.63130032,2013,15,Rio Maria,1506161,253,2030,2013,BR,1506161,1506161,Rio Maria,Rio Maria,PA - Rio Maria,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.04306724,0.00861345,0.03445379,0.0035706,0.00285648,0.00071412,0.02225497,0.00330023,0.01895473,8.487e-05,3.875e-05,4.612e-05,0,0,0,0.29577553,0.23492104,0.06085449,0.00069126,0.00061763,7.363e-05,0.36544447,0.25034758,0.11509689,0,0
254,1506187,4.05903088,2013,15,Rondon do Pará,1506187,254,2030,2013,BR,1506187,1506187,Rondon do ParÃ¡,Rondon do Pará,PA - Rondon do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.16358333,0.03271667,0.13086667,0.01786806,0.01429444,0.00357361,0.00751215,0.00196361,0.00554854,0,0,0,0,0,0,0.30183027,0.24063599,0.06119428,0.00289799,0.00268354,0.00021445,0.49369181,0.29229426,0.20139755,0,0
255,1506195,5.13070934,2013,15,Rurópolis,1506195,255,2030,2013,BR,1506195,1506195,RurÃ³polis,Rurópolis,PA - Rurópolis,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.08465821,0.01693164,0.06772657,0.03301157,0.02640926,0.00660231,0.00123623,0.00091574,0.00032048,0.00132751,0.00060615,0.00072135,0,0,0,0.15345099,0.12183487,0.03161611,0.00328017,0.00250981,0.00077035,0.27696467,0.16920749,0.10775718,0,0
256,1506203,0.90901231,2013,15,Salinópolis,1506203,256,2030,2013,BR,1506203,1506203,SalinÃ³polis,Salinópolis,PA - Salinópolis,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.11190268,0.02238054,0.08952214,0.00531829,0.00425463,0.00106366,0.00010956,2.825e-05,8.131e-05,0,0,0,0,0,0,0.00022318,0.00016899,5.419e-05,0.00760597,0.00493791,0.00266805,0.12515967,0.03177032,0.09338935,0,0
257,1506302,1.68865535,2013,15,Salvaterra,1506302,257,2030,2013,BR,1506302,1506302,Salvaterra,Salvaterra,PA - Salvaterra,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.05829631,0.01165926,0.04663704,0.00816088,0.0065287,0.00163218,4.07e-06,8.2e-07,3.25e-06,0,0,0,0,0,0,0.01357353,0.01023103,0.0033425,0.00200609,0.00120366,0.00080244,0.08204088,0.02962347,0.05241741,0,0
258,1506351,0.74150862,2013,15,Santa Bárbara do Pará,1506351,258,2030,2013,BR,1506351,1506351,Santa BÃ¡rbara do ParÃ¡,Santa Bárbara do Pará,PA - Santa Bárbara do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02240817,0.00448163,0.01792654,0.01936458,0.01549167,0.00387292,0.00299955,0.00063269,0.00236686,0.00011138,5.086e-05,6.052e-05,0,0,0,0.00248819,0.0017668,0.00072138,0.00041405,0.00037028,4.377e-05,0.04778592,0.02279393,0.02499199,0,0
259,1506401,1.3599796,2013,15,Santa Cruz do Arari,1506401,259,2030,2013,BR,1506401,1506401,Santa Cruz do Arari,Santa Cruz do Arari,PA - Santa Cruz do Arari,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02740265,0.00548053,0.02192212,0.00477199,0.00381759,0.0009544,0.00045939,0.00016538,0.00029401,0,0,0,0,0,0,0.03333792,0.0256142,0.00772372,0,0,0,0.06597194,0.0350777,0.03089424,0,0
260,1506500,1.10956093,2013,15,Santa Izabel do Pará,1506500,260,2030,2013,BR,1506500,1506500,Santa Izabel do ParÃ¡,Santa Izabel do Pará,PA - Santa Izabel do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.22645052,0.0452901,0.18116042,0.02669444,0.02135556,0.00533889,0.01484376,0.00529036,0.0095534,0.00129699,0.00059222,0.00070477,0,0,0,0.06127002,0.04309949,0.01817053,0.10487639,0.06418676,0.04068963,0.43543212,0.17981448,0.25561763,0,0
261,1506559,2.72159555,2013,15,Santa Luzia do Pará,1506559,261,2030,2013,BR,1506559,1506559,Santa Luzia do ParÃ¡,Santa Luzia do Pará,PA - Santa Luzia do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02314279,0.00462856,0.01851423,0.01171759,0.00937407,0.00234352,0.00016603,1.16e-06,0.00016487,0,0,0,0,0,0,0.04538703,0.03619923,0.00918781,0.00517728,0.00323766,0.00193962,0.08559073,0.05344067,0.03215005,0,0
262,1506583,5.73372887,2013,15,Santa Maria das Barreiras,1506583,262,2030,2013,BR,1506583,1506583,Santa Maria das Barreiras,Santa Maria das Barreiras,PA - Santa Maria das Barreiras,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03429445,0.00685889,0.02743556,0.0114838,0.00918704,0.00229676,0.00026148,3.337e-05,0.00022811,0.00076934,0.00035129,0.00041805,0,0,0,0.44344048,0.35353402,0.08990647,0.00901996,0.00665096,0.002369,0.49926952,0.37661557,0.12265395,0,0
263,1506609,0.8359941,2013,15,Santa Maria do Pará,1506609,263,2030,2013,BR,1506609,1506609,Santa Maria do ParÃ¡,Santa Maria do Pará,PA - Santa Maria do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.04324833,0.00864967,0.03459867,0.01135301,0.00908241,0.0022706,0.00355608,0.00147138,0.0020847,0,0,0,0,0,0,0.00964474,0.00763366,0.00201108,0.03160132,0.02278745,0.00881387,0.09940347,0.04962456,0.04977891,0,0
264,1506708,5.34102685,2013,15,Santana do Araguaia,1506708,264,2030,2013,BR,1506708,1506708,Santana do Araguaia,Santana do Araguaia,PA - Santana do Araguaia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.16610221,0.03322044,0.13288177,0.04476736,0.03581389,0.00895347,0.02973716,0.0037718,0.02596536,0.00085099,0.00038857,0.00046242,0,0,0,0.49825019,0.39743648,0.10081371,0.014524,0.0087144,0.0058096,0.75423193,0.47934559,0.27488634,0,0
265,1506807,7.68369862,2013,15,Santarém,1506807,265,2030,2013,BR,1506807,1506807,SantarÃ©m,Santarém,PA - Santarém,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.5909782,0.11819564,0.47278256,0.08282755,0.06626204,0.01656551,0.0160222,0.00424678,0.01177542,0.00076429,0.00034898,0.00041531,0,0,0,0.14260367,0.10836577,0.0342379,0.04739726,0.03450353,0.01289373,0.88059317,0.33192274,0.54867043,0,0
266,1506906,0.76402185,2013,15,Santarém Novo,1506906,266,2030,2013,BR,1506906,1506906,SantarÃ©m Novo,Santarém Novo,PA - Santarém Novo,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.00942247,0.00188449,0.00753798,0.00509606,0.00407685,0.00101921,0,0,0,0,0,0,0,0,0,0.00316593,0.00250917,0.00065675,0.01492311,0.01184592,0.00307719,0.03260758,0.02031644,0.01229114,0,0
267,1507003,1.30965637,2013,15,Santo Antônio do Tauá,1507003,267,2030,2013,BR,1507003,1507003,Santo AntÃ´nio do TauÃ¡,Santo Antônio do Tauá,PA - Santo Antônio do Tauá,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.06958827,0.01391765,0.05567061,0.01484722,0.01187778,0.00296944,0.01075836,7.503e-05,0.01068333,0.00026015,0.00011879,0.00014136,0,0,0,0.00852703,0.00631494,0.00221209,0.09382353,0.0738196,0.02000393,0.19780455,0.10612378,0.09168076,0,0
268,1507102,1.850845,2013,15,São Caetano de Odivelas,1507102,268,2030,2013,BR,1507102,1507102,SÃ£o Caetano de Odivelas,São Caetano de Odivelas,PA - São Caetano de Odivelas,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01957462,0.00391492,0.01565969,0.01281019,0.01024815,0.00256204,7.659e-05,1.562e-05,6.096e-05,0,0,0,0,0,0,0.00140279,0.00105458,0.00034821,0.02507294,0.01535478,0.00971816,0.05893713,0.03058806,0.02834907,0,0
269,1507151,1.51655488,2013,15,São Domingos do Araguaia,1507151,269,2030,2013,BR,1507151,1507151,SÃ£o Domingos do Araguaia,São Domingos do Araguaia,PA - São Domingos do Araguaia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.06073931,0.01214786,0.04859145,0.00641551,0.00513241,0.0012831,0.00118517,0.00039748,0.00078769,0,0,0,0,0,0,0.11190385,0.08725291,0.02465094,0.00233827,0.00216523,0.00017303,0.18258211,0.1070959,0.07548621,0,0
270,1507201,2.07480632,2013,15,São Domingos do Capim,1507201,270,2030,2013,BR,1507201,1507201,SÃ£o Domingos do Capim,São Domingos do Capim,PA - São Domingos do Capim,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02287346,0.00457469,0.01829876,0.02937963,0.0235037,0.00587593,8.23e-05,1.709e-05,6.522e-05,0,0,0,0,0,0,0.02358909,0.01865793,0.00493116,0.00420628,0.00252377,0.00168251,0.08013076,0.04927718,0.03085358,0,0
271,1507300,20.85116391,2013,15,São Félix do Xingu,1507300,271,2030,2013,BR,1507300,1507300,SÃ£o FÃ©lix do Xingu,São Félix do Xingu,PA - São Félix do Xingu,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.19578307,0.03915661,0.15662646,0.07167708,0.05734167,0.01433542,0.02045209,0.00268751,0.01776459,0.09726703,0.02342664,0.07384039,0,0,0,1.80946713,1.4457288,0.36373833,0.00169193,0.00127672,0.00041521,2.19633835,1.56961796,0.62672039,0,0
272,1507409,1.06680702,2013,15,São Francisco do Pará,1507409,272,2030,2013,BR,1507409,1507409,SÃ£o Francisco do ParÃ¡,São Francisco do Pará,PA - São Francisco do Pará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01489541,0.00297908,0.01191633,0.01253125,0.010025,0.00250625,0.00034086,6.817e-05,0.00027269,0,0,0,0,0,0,0.01165587,0.00899623,0.00265964,0.04543877,0.02749304,0.01794573,0.08486215,0.04956152,0.03530063,0,0
273,1507458,2.74540099,2013,15,São Geraldo do Araguaia,1507458,273,2030,2013,BR,1507458,1507458,SÃ£o Geraldo do Araguaia,São Geraldo do Araguaia,PA - São Geraldo do Araguaia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03324781,0.00664956,0.02659824,0.00812037,0.0064963,0.00162407,0.00144936,0.00044815,0.00100122,0.00144089,0.00065793,0.00078296,0,0,0,0.31565775,0.24948565,0.06617211,0.00633802,0.005869,0.00046901,0.3662542,0.26960658,0.09664762,0,0
274,1507466,0.82383152,2013,15,São João da Ponta,1507466,274,2030,2013,BR,1507466,1507466,SÃ£o JoÃ£o da Ponta,São João da Ponta,PA - São João da Ponta,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.00507697,0.00101539,0.00406157,0.00672917,0.00538333,0.00134583,0,0,0,0,0,0,0,0,0,0.00050429,0.00039478,0.00010951,0.00018747,0.00013961,4.786e-05,0.0124979,0.00693312,0.00556477,0,0
275,1507474,1.95516723,2013,15,São João de Pirabas,1507474,275,2030,2013,BR,1507474,1507474,SÃ£o JoÃ£o de Pirabas,São João de Pirabas,PA - São João de Pirabas,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03779692,0.00755938,0.03023754,0.01481019,0.01184815,0.00296204,0.00049674,8.665e-05,0.00041009,0,0,0,0,0,0,0.00240546,0.00187785,0.00052761,0.00960892,0.00609824,0.00351068,0.06511821,0.02747027,0.03764795,0,0
276,1507508,1.93249489,2013,15,São João do Araguaia,1507508,276,2030,2013,BR,1507508,1507508,SÃ£o JoÃ£o do Araguaia,São João do Araguaia,PA - São João do Araguaia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01027284,0.00205457,0.00821827,0.01352083,0.01081667,0.00270417,0.00108146,0.00037958,0.00070188,0.00035334,0.00016134,0.000192,0,0,0,0.04260058,0.0335862,0.00901437,0.0002777,0.00025715,2.055e-05,0.06810675,0.04725551,0.02085124,0,0
277,1507607,2.062733,2013,15,São Miguel do Guamá,1507607,277,2030,2013,BR,1507607,1507607,SÃ£o Miguel do GuamÃ¡,São Miguel do Guamá,PA - São Miguel do Guamá,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.17516485,0.03503297,0.14013188,0.02443056,0.01954444,0.00488611,0.00837068,0.00179673,0.00657396,0.00067286,0.00030724,0.00036563,0,0,0,0.02527199,0.02010389,0.0051681,0.00409727,0.00245836,0.00163891,0.23800822,0.07924364,0.15876458,0,0
278,1507706,2.61953304,2013,15,São Sebastião da Boa Vista,1507706,278,2030,2013,BR,1507706,1507706,SÃ£o SebastiÃ£o da Boa Vista,São Sebastião da Boa Vista,PA - São Sebastião da Boa Vista,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.04627825,0.00925565,0.0370226,0.01761343,0.01409074,0.00352269,0,0,0,0,0,0,0,0,0,0.00427686,0.00260566,0.00167119,0.00073942,0.00068471,5.472e-05,0.06890796,0.02663676,0.0422712,0,0
279,1507755,1.62130468,2013,15,Sapucaia,1507755,279,2030,2013,BR,1507755,1507755,Sapucaia,Sapucaia,PA - Sapucaia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01654968,0.00330994,0.01323975,0.00276389,0.00221111,0.00055278,0.00141856,0.000508,0.00091057,0.00027919,0.00012748,0.00015171,0,0,0,0.11689779,0.09334476,0.02355303,0,0,0,0.13790912,0.09950129,0.03840783,0,0
280,1507805,8.62928408,2013,15,Senador José Porfírio,1507805,280,2030,2013,BR,1507805,1507805,Senador JosÃ© PorfÃ­rio,Senador José Porfírio,PA - Senador José Porfírio,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01840733,0.00368147,0.01472586,0.00496181,0.00396944,0.00099236,1.852e-05,4.14e-06,1.438e-05,0,0,0,0,0,0,0.07562213,0.0602661,0.01535604,0.00070756,0.00063431,7.325e-05,0.09971735,0.06855545,0.0311619,0,0
281,1507904,2.68162915,2013,15,Soure,1507904,281,2030,2013,BR,1507904,1507904,Soure,Soure,PA - Soure,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.05593472,0.01118694,0.04474777,0.00164699,0.00131759,0.0003294,5.231e-05,1.053e-05,4.178e-05,0,0,0,0,0,0,0.09066681,0.07105475,0.01961205,0.0005272,0.00048819,3.901e-05,0.14882803,0.08405801,0.06477002,0,0
282,1507953,2.98148555,2013,15,Tailândia,1507953,282,2030,2013,BR,1507953,1507953,TailÃ¢ndia,Tailândia,PA - Tailândia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.1480295,0.0296059,0.1184236,0.03329398,0.02663519,0.0066588,0.02232961,0.00048866,0.02184095,0,0,0,0,0,0,0.04951944,0.03954492,0.00997452,0.01094533,0.00825735,0.00268798,0.26411785,0.10453201,0.15958585,0,0
283,1507961,0.60546971,2013,15,Terra Alta,1507961,283,2030,2013,BR,1507961,1507961,Terra Alta,Terra Alta,PA - Terra Alta,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.01946831,0.00389366,0.01557465,0.00915741,0.00732593,0.00183148,1.794e-05,3.59e-06,1.435e-05,0,0,0,0,0,0,0.00308344,0.0024425,0.00064094,0.04359633,0.02761454,0.0159818,0.07532344,0.04128021,0.03404322,0,0
284,1507979,2.43276997,2013,15,Terra Santa,1507979,284,2030,2013,BR,1507979,1507979,Terra Santa,Terra Santa,PA - Terra Santa,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02332911,0.00466582,0.01866329,0.00951505,0.00761204,0.00190301,6.484e-05,1.298e-05,5.186e-05,0.15851302,0.07237888,0.08613414,0,0,0,0.03861375,0.02876661,0.00984713,0,0,0,0.23003575,0.11343633,0.11659943,0,0
